,id,name,popularity,duration_ms,explicit,artists,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
59910,40zJaB3z53PGaxIkYyieBP,Só de Sacanagem - Ao Vivo,80,183695,0,"['Israel & Rodolffo', 'MC Matheuzinho']",2021-01-29,0.826,0.769,11,-5.203,0,0.0507,0.538,0.0,0.345,0.709,125.979
59911,6rAGFY9D3ah6Lb7fUgbNNH,Fake A Smile,80,168118,0,"['Alan Walker', 'salem ilese']",2021-02-19,0.447,0.553,0,-4.817,1,0.0322,0.212,0.0,0.165,0.252,149.877
59912,7G1o084VGIPA5TAbUSgADQ,Te Va Bien (with Arcangel & Becky G feat. Darell),80,281853,1,"['KEVVO', 'Arcangel', 'Becky G', 'Darell']",2021-03-04,0.811,0.794,7,-7.202,1,0.216,0.205,5.63e-06,0.667,0.872,99.942
59913,0uRrG2jRR5tuifsYIJHEao,Sand In My Boots,80,202133,0,['Morgan Wallen'],2021-01-08,0.403,0.537,3,-6.628,1,0.031,0.59,0.0,0.112,0.414,69.877
59916,3SawmGBjjq8EOYZJV11cJm,Only Wanna Be With You - Pokémon 25 Version,80,241360,0,['Post Malone'],2021-02-25,0.47,0.709,7,-4.563,1,0.0299,0.00124,0.00121,0.302,0.247,98.036
59917,3eZYOQO4UzKrUDYDghtnFw,test drive,80,122174,0,['Ariana Grande'],2021-02-19,0.698,0.708,9,-4.943,0,0.0454,0.0251,0.0,0.124,0.322,115.036
70734,6L89mwZXSOwYl76YXfX13s,Basket Case,80,181533,0,['Green Day'],1994-02-01,0.442,0.943,3,-3.205,1,0.0602,0.00293,8.71e-06,0.091,0.781,85.064
76268,0qOnSQQF0yzuPWsXrQ9paz,Stereo Hearts (feat. Adam Levine),84,210960,0,"['Gym Class Heroes', 'Adam Levine']",2011-11-11,0.646,0.795,9,-3.293,1,0.0976,0.0319,0.0,0.267,0.796,89.99
76517,0TDLuuLlV54CkRRUOahJb4,Titanium (feat. Sia),80,245040,0,"['David Guetta', 'Sia']",2012-12-07,0.604,0.787,0,-3.674,0,0.103,0.0679,0.15,0.127,0.301,126.062
76887,1yjY7rpaAQvKwpdUliHx0d,Still into You,80,216013,0,['Paramore'],2013-04-05,0.602,0.923,5,-3.763,1,0.044,0.0098,0.0,0.0561,0.765,136.01
77811,06KyNuuMOX1ROXRhj787tj,We Don't Talk Anymore (feat. Selena Gomez),80,217707,0,"['Charlie Puth', 'Selena Gomez']",2016-01-29,0.728,0.563,1,-8.053,0,0.134,0.621,0.0,0.179,0.352,100.017
78709,26wLOs3ZuHJa2Ihhx6QIE6,Teeth,80,204887,0,['5 Seconds of Summer'],2019-08-23,0.749,0.461,10,-2.961,0,0.0416,0.0516,6.24e-06,0.0738,0.42,139.02
79079,4umIPjkehX1r7uhmGvXiSV,Intentions (feat. Quavo),81,212867,0,"['Justin Bieber', 'Quavo']",2020-02-14,0.806,0.546,9,-6.637,1,0.0575,0.3,0.0,0.102,0.874,147.986
79352,2etHQJxIbV0soyPhelVs9Y,Best Friend (feat. Doja Cat),90,155884,1,"['Saweetie', 'Doja Cat']",2021-01-07,0.84,0.766,4,-4.12,1,0.136,0.00302,3.61e-06,0.0684,0.402,94.018
